geneid	Genomic	RNA1	RNA2	H3K4me3	H3K36me3	H3K56ac	H3K27me3	ATAC	Promoter_ATAC	Promoter_H3K4me3	Promoter_H3K36me3	Promoter_H3K56ac	Promoter_H3K27me3	UP_ATAC	UP_H3K4me3	UP_H3K36me3	UP_H3K56ac	UP_H3K27me3	DOWN_ATAC	DOWN_H3K4me3	DOWN_H3K36me3	DOWN_H3K56ac	DOWN_H3K27me3	DOWN_ATAC_cov	UP_ATAC_cov	ATAC_cov	Promoter_ATAC_cov	DOWN_Meth_cov	UP_Meth_cov	Promoter_Meth_cov	Meth_cov	DOWN_Genomic_cov	UP_Genomic_cov	DOWN_H3K27me3_cov	UP_H3K27me3_cov	H3K27me3_cov	Promoter_H3K27me3_cov	DOWN_H3K36me3_cov	UP_H3K36me3_cov	H3K36me3_cov	Promoter_H3K36me3_cov	DOWN_H3K4me3_cov	UP_H3K4me3_cov	H3K4me3_cov	Promoter_H3K4me3_cov	DOWN_H3K56ac_cov	UP_H3K56ac_cov	H3K56ac_cov	Promoter_H3K56ac_cov	RNA1_cov	RNA2_cov	gene_body_meth	promoter_meth	UP_meth	DOWN_meth	HAP1_promoter_del	HAP2_promoter_del	dn_ds_hap1	dn_ds_hap2	RNA_BOTH	RNA_cov_both
FAIR_001545-T1	-0.259087221	-1.115477217	-0.422233001	-0.343954401	0.056583528	-0.807354922	0.584962501	-0.374395515	0.362570079	-0.584962501	-0.415037499	-1.807354922	NA	-0.152003093	-1	NA	1.584962501	2	-0.31410859	-0.263034406	-0.974004791	0.025090981	1	5.429615964	5.002252452	4.099295204	4.118525849	-4.634279882	-3.685048136	-3.167522785	-3.114523611	4.241840184	4.995484519	0.815575429	0.970853654	1.257010618	0.933572638	1.622930351	0.956056652	3.303050085	1.565597176	2.257010618	1.333423734	3.458119481	1.929790998	2.797012978	1.280956314	3.09592442	1.827819025	4.407811766	4.518238424	-0.131244533	-0.40053793	-1.584962501	0.289506617	0	0	0	1.584962501	-0.768855109	4.463025095
FAIR_001586-T1	0.090197809	1.906890596	2.222392421	-0.700439718	NA	0.830074999	0.415037499	-0.736965594	1.453717967	NA	NA	1	-1	0.846290585	-0.736965594	NA	0.321928095	0.485426827	0.664815808	-0.584962501	1	NA	-0.584962501	5.441037209	5.139990391	4.534808661	5.19298317	-5.423646797	-4.645497003	-2.128278923	-6.03167222	5.361417595	5.095902711	1.423818094	1.295648217	2.182692298	1.589763487	1.229309117	0.702968959	1.459431619	1.028569152	2.310310799	1.84012279	3.35614381	1.90303827	1.749355207	1.758663046	3.249445341	1.678071905	7.097471293	7.073008156	NA	0.357552005	-0.321928095	NA	0	0	NA	NA	2.064641508	7.085239725
FAIR_001595-T1	-0.019562266	-0.620151929	-0.332270039	0.235628248	0.086156644	0	0.584962501	-0.057143907	-0.231325546	-0.415037499	0	-1.584962501	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.606442228	3.507160349	NA	NA	-2.685753613	-3.793253661	NA	NA	NA	NA	1.263034406	0.933572638	NA	NA	2.324810603	1.90303827	NA	NA	2.518535139	2.837943242	NA	NA	1.584962501	1.819668183	4.585189763	4.610562189	-0.459431619	1.041820176	NA	NA	0	0	-1	-2.321928095	-0.476210984	4.597875976
FAIR_001638-T1	1	5.498586808	4.836966578	1.625604485	1.833990049	0.584962501	1.530514717	1.765534746	-0.428458015	1.378511623	-1	-0.137503524	0	-0.447458977	1	-0.736965594	0	0.263034406	0.257298036	1	0.169925001	0.556393349	0.584962501	4.849956149	5.535741941	3.581351247	5.393347551	-3.63992543	-5.700282543	-4.937776445	-3.174578703	4.760645187	4.852997588	0.974878729	0.839959587	1.063502942	0.90303827	1.00885121	0.731183242	2.521050737	0.59454855	1.192372733	1.819668183	3.001802243	1.731183242	1.695151693	2.211012193	2.739848103	2.204766751	5.157195347	5.055420113	1.94005746	-1.459431619	-1.459431619	-2.277984747	0	0	NA	NA	5.167776693	5.10630773
FAIR_001669-T1	0.40275917	5.64385619	6.14974712	-1	-2.584962501	0	-2.906890596	0.523561956	0.893084796	0.637429921	0	-2.169925001	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.023255352	3.173127433	NA	NA	-3.499737985	-3.954151818	NA	NA	NA	NA	1.811471031	1.169925001	NA	NA	1.344828497	1.339137385	NA	NA	1.835924074	2.56315813	NA	NA	1.339137385	1.66448284	3.437223436	3.446900885	-0.099535674	NA	NA	NA	0	0	0	-1	5.896801655	3.442062161
FAIR_001673-T1	0.009102207	-2.445559444	-2.096861539	0.415037499	0.415037499	0.459431619	-1.263034406	0.428843299	NA	NA	NA	NA	NA	NA	NA	0.736965594	0.415037499	NA	NA	NA	NA	NA	NA	NA	5.067380578	3	1.948600847	NA	-2.320664043	-3.455344827	-2.567822184	NA	5.14689956	NA	0.831877241	1.794935663	1.584962501	NA	1.150559677	1.23878686	1.014355293	NA	1.257010618	2.364572432	2.386810946	NA	1.641546029	1.469885976	1.09085343	4.665964597	4.624015804	-0.595609745	NA	NA	NA	0	0	NA	NA	-2.271210492	4.6449902
FAIR_001674-T1	-0.156725504	2.010888316	2.408084739	-0.420108489	0.736965594	0.216811389	-0.530514717	0.332575339	0.938599455	2.321928095	2.321928095	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.853995647	2.761285273	NA	NA	-3.129051427	-3.177628141	NA	NA	NA	NA	1.214124805	0.641546029	NA	NA	1.163498732	0.807354922	NA	NA	2.073820233	1.427606173	NA	NA	1.604071324	1.250961574	3.355425246	3.32845263	1.299560282	NA	NA	NA	0	0	0	-0.584962501	2.209486527	3.341938938
FAIR_001766-T1	0.180321146	-1.111031312	-0.941897045	-0.087462841	-1.226770862	-0.520832163	0.691877705	0.444183845	0.326228232	0.039528364	0.096215315	0.387023123	-0.736965594	0.326228232	0.039528364	0.096215315	0.387023123	-0.736965594	NA	NA	NA	NA	NA	NA	4.762348816	3.935459748	4.5987225	NA	-2.956032966	-2.849640635	-2.903085382	NA	4.726831217	NA	1.021479727	1.214124805	1.09085343	NA	3.243364426	2.485426827	3.720278465	NA	3.581351247	2.575312331	4.09592442	NA	2.639232163	1.459431619	3.032100843	5.848398267	5.770675657	-1.551795637	1	1	NA	0	0	1.584962501	2.321928095	-1.026464179	5.809536962
FAIR_001768-T1	0.006286263	-0.935294311	-1.371255807	0.392317423	-0.459431619	0.485426827	0.769387072	-0.095157233	0.054447784	0.074000581	-1.263034406	0.321928095	0.556393349	NA	NA	NA	NA	NA	0.05166212	0.584962501	-0.341036918	0.754887502	0.321928095	5.343992808	5.131342539	3.137503524	3.694880193	-4.239769232	-4.204523153	-4.310015769	-3.139064434	4.699030755	5.478001056	1.161425562	1.372952098	3.289834465	3.341985747	1.283894398	1.232660757	1.361768359	2.046141782	1.556566855	1.811471031	2.389566812	3.495695163	1.520612728	1.646162657	1.526068812	2.887525271	4.410761879	4.255748428	0.010888316	NA	0	-0.415037499	0	0	0	-1	-1.153275059	4.333255153
FAIR_001770-T1	0.021695071	-7.918863237	-8.033423002	NA	0.485426827	-2.321928095	0.263034406	-2.373458396	-1.129283017	-0.289506617	-1.540568381	-0.169925001	-0.321928095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.131342539	NA	3.77925972	3.032100843	-4.204523153	NA	-2.954538611	-2.137727582	5.478001056	NA	1.372952098	NA	1.007195501	1.232660757	1.232660757	NA	1.839959587	2.500802053	1.811471031	NA	1.510961919	2.017921908	1.646162657	NA	1.220329955	1.23878686	5.61950618	5.716006554	0.807354922	-0.311944006	NA	0	0	0	0	1	-7.976143119	5.667756367
FAIR_001771-T1	0.240051088	-7.727920455	-6.014950341	-0.485426827	-1.469485283	0.152003093	-0.459431619	-0.921997488	1.054447784	0.280107919	0.556393349	-0.678071905	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.961623328	3.026800059	NA	NA	-3.864137885	-3.092680462	NA	NA	NA	NA	1.23878686	1.176322773	NA	NA	2.521050737	1.13093087	NA	NA	2.046141782	1.5360529	NA	NA	1.367371066	1.731183242	4.842105384	4.717881244	-0.311944006	2.070389328	NA	NA	0	0	1	0	-6.871435398	4.779993314
FAIR_001803-T1	-0.132450296	-0.697971463	-0.902702799	-0.378511623	0.485426827	-0.374395515	1.321928095	-0.382857094	0.067114196	-0.263034406	-0.415037499	-0.321928095	-0.736965594	-0.158064846	-0.08246216	-0.807354922	-0.628031223	-1.222392421	-0.143063049	0.058893689	-0.943416472	0.103093493	0.415037499	5.142371283	5.153400028	4.590961241	5.239550797	-4.318862871	-3.93470121	-3.733470536	-4.646059836	4.906240449	4.671293372	1.083229186	0.799087306	1.163498732	0.831877241	1.3652439	1.443606651	2.028569152	1.411426246	2.104672092	2.257010618	2.885574364	2.17951105	2.311163575	2.160274831	3.451540833	2.007195501	5.706551518	5.686759004	0.874469118	0	0	2	0	0	0	0	-0.800337131	5.696655261
FAIR_001811-T1	0.292976721	-2.169925001	-3	-0.874469118	1.192645078	-1	-0.678071905	0.031026896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.063502942	3.510961919	NA	NA	-2.339043426	-3.244770582	NA	NA	NA	NA	1.244887059	1.918386234	NA	NA	2.375734539	3.198494154	NA	NA	1.839959587	1.914564523	NA	NA	1.304511042	1.510961919	4.745357639	4.674330228	-0.584962501	NA	NA	NA	0	0	NA	NA	-2.584962501	4.709843934
FAIR_001881-T1	-0.310787537	1.765534746	2.032421478	-0.08246216	0.584962501	1.152003093	-1.321928095	0.772589504	0.628031223	-0.807354922	0.415037499	0.736965594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.557042415	3.768713657	NA	NA	-3.493188	-3.17761017	NA	NA	NA	NA	0.584962501	0.389566812	NA	NA	1.739848103	0.948600847	NA	NA	2.589763487	1.448900951	NA	NA	2.080657663	0.941106311	3.465429352	3.269020856	2.938599455	0.530514717	NA	NA	1	0	-1	0	1.898978112	3.367225104
FAIR_001947-T1	-1.736965594	-7.965784285	-9.607330314	-1.146841388	-1.584962501	-2.938599455	-0.271302022	-1.304854582	NA	NA	NA	NA	NA	-1.304854582	-1.146841388	-1.584962501	-2.938599455	-0.271302022	-0.760812336	-1.093109404	-1.115477217	-2.554588852	-0.293731203	4.825622737	4.890932694	4.762348816	4.659353759	-2.302949886	-2.862121097	-2.757632116	-2.463160441	5.032225886	5.354153981	2.414277712	2.200828885	3.426264755	1.361768359	1.303150042	1.470609509	1.744161096	1.09085343	2.621284105	2.712007541	3.783456654	1.871843649	2.262357825	2.447985729	2.998195503	2.422233001	7.693988719	7.745348219	NA	NA	NA	0.584962501	0	0	0	-1	-8.786557299	7.719668469
FAIR_001972-T1	0.116193018	-0.229025514	-0.198591075	0.26710407	0.336283388	-0.823122238	-0.637429921	0.264340603	-0.137503524	-1	-0.584962501	NA	NA	NA	NA	NA	NA	NA	0.237039197	1.584962501	1	0.514573173	0.736965594	4.852997588	NA	4.109360559	3.117695043	-4.574864928	NA	-3.244156933	-4.18820697	4.96208625	NA	0.790772038	NA	1.14404637	2.14404637	1.427606173	NA	2.684818738	1.350497247	1.411426246	NA	2.301587647	1.250961574	2.204766751	NA	1.757023247	0.807354922	6.627931732	6.610440758	-0.462343214	0.777607579	NA	-0.436099115	0	0	1.584962501	-1.584962501	-0.213808294	6.619186245
FAIR_001997-T1	-1.415037499	-1.55721751	-1.316145742	-1.273018494	-0.443606651	-1	-2.321928095	-0.093109404	0.110182918	0.301380717	-0.314510623	0.065588342	-1.632268215	-0.312882955	-0.251538767	0.788495895	0.736965594	0.847996907	NA	NA	NA	NA	NA	NA	4.802913824	3.50589093	2.813524689	NA	-7.019165269	-3.247309913	-3.567753211	NA	4.618950451	NA	1.052470226	0.650764559	1.182692298	NA	1.619240586	2.776103988	2.731183242	NA	2.45999417	2.735522177	3.116031993	NA	1.979745987	1.650764559	2.14404637	5.819927462	5.895889961	-0.263034406	0.7589919	1	NA	0	0	0	-0.736965594	-1.436681626	5.857908711
FAIR_002078-T1	0.870286178	-10.1176431	-9.007027267	-2.144389909	-2.490325627	-0.566346823	0.656045599	-0.698536008	-0.125530882	0.321928095	2.584962501	0.485426827	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.772941338	2.807354922	NA	NA	-1.802882844	-1.646971349	NA	NA	NA	NA	1.691534165	1.03562391	NA	NA	2.50589093	1.244887059	NA	NA	2.773996325	1.389566812	NA	NA	2.381283373	1.704871964	5.497894458	5.364013944	3.48396784	0.519109953	NA	NA	0	0	0	-1	-9.562335184	5.430954201
FAIR_002174-T1	2.058893689	5.894271557	6.483119088	1.655351829	1.485426827	1.584962501	1.807354922	1.605282485	0.127755547	1.440572591	0.152003093	-0.070389328	0	0.162271429	-0.137503524	-1.169925001	0.736965594	NA	0.162271429	-0.137503524	-1.169925001	0.736965594	NA	4.931210275	4.931210275	3.886550147	4.098453246	-2.12889234	-2.12889234	-2.91145717	-3.049951654	4.261530815	4.261530815	0.333423734	0.333423734	0.941106311	0.545968369	2.073820233	2.073820233	2.543495883	1.646162657	2.257010618	2.257010618	3.509695842	1.726831217	1.929790998	1.929790998	2	2.372952098	8.569786704	8.575655568	NA	1.021061616	1.415037499	1.415037499	0	0	-1	0	6.188695322	8.572721136
FAIR_002273-T1	0.134542123	0.732201974	0.688128708	0.201633861	0.321928095	0.192645078	-1	0.139551352	0.180572246	-0.736965594	0.415037499	NA	NA	NA	NA	NA	NA	NA	0.143835773	0.152003093	0.310340121	0.074000581	-0.415037499	4.708982571	5.562982919	4.580748492	3.843983844	-3.317641171	-4.005337167	-2.366659762	-2.858085439	4.702997456	5.39721366	0.920543756	1.09248923	1.007195501	0.748461233	2.551597736	1.06381664	2.941106311	1.500802053	2.642886047	1.514284576	3.177917792	1.678071905	2.525065808	1.652948791	2.794935663	1.815575429	10.20853766	10.22259889	-1.321928095	0.222392421	NA	-1.222392421	0	0	0	-1	0.710165341	10.21556827
FAIR_002300-T1	0.218000652	0.059007327	-0.029715095	-0.182864057	0.353636955	0.649502753	3.459431619	0.155711142	0.291231298	-0.584962501	0.321928095	1.544320516	-0.415037499	0.031599195	-0.478047297	0	0.807354922	1	0.097132341	-0.245112498	0.04580369	0.881355504	0.906890596	5.424922088	5.124080966	5.264911693	5.422233001	-3.119754435	-3.01864322	-3.287200054	-2.81324243	4.648465443	4.3826646	0.545968369	0.58444936	0.613531653	0.565597176	2.073820233	1.263998063	2.735522177	1.14404637	2.545968369	1.870657984	3.295723025	1.15704371	3.206330648	2.240668848	3.893362211	2.298658316	9.820495977	9.753864062	1.584962501	-0.334419039	0.442518236	0.247927513	0	0	-1	2	0.014646116	9.787180019
FAIR_002302-T1	-0.039998068	-0.374679762	-0.052649797	0.173331603	0.234465254	-0.459431619	-0.584962501	-0.31259023	1	0	NA	-0.485426827	NA	NA	NA	NA	NA	NA	-0.111451985	0.075948853	0.157541277	-0.267480311	-1	5.299698093	NA	4.106013238	4.163498732	-2.549191832	NA	-1.939824385	-2.481972455	4.888627658	NA	0.871067797	NA	1.084064265	0.422233001	1.701415651	NA	3.005399988	1.195347598	2.2391753	NA	2.575312331	1.761285273	2.501857331	NA	1.799087306	1.541019153	6.397544917	6.395266924	1.299560282	NA	NA	0.40541308	0	0	0	0	-0.213664779	6.39640592
FAIR_002311-T1	-0.409644241	-0.015661979	0.067013614	-0.855610091	0.9510904	1	0.415037499	0.341036918	0.027480736	-0.263034406	-0.584962501	-1.321928095	1	0.122484007	0.485426827	0.736965594	0.192645078	-1.321928095	NA	NA	NA	NA	NA	NA	5.301584957	3.846994687	3.693765712	NA	-2.774243316	-1.583546123	-3.471910731	NA	4.685671286	NA	0.743588804	1.316145742	0.790772038	NA	1.280956314	3.307428525	1.250961574	NA	1.808919579	3.688180359	1.66448284	NA	2.162578059	1.98550043	1.063502942	8.961738289	9.035510891	0.137503524	0.341434409	1.115477217	NA	0	0	-1	1	0.025675818	8.99862459
FAIR_002331-T1	0.078387899	-0.775293713	-0.520309542	0.056034035	0.063193826	-0.072931522	-1	-0.145780626	-0.271302022	NA	-1.584962501	-0.678071905	NA	-0.264620657	0.691877705	-0.584962501	0.145850866	2.584962501	-0.360589715	0.146220741	-0.182203331	-0.031364171	1.353636955	4.875681569	5.123702399	4.800641097	5.161081482	-3.702849618	-2.612363302	-2.498560566	-4.37824233	4.512403727	4.664766555	0.569217952	0.453445298	0.669026766	0.443606651	1.473110915	1.161512063	2.459431619	1.3950628	1.745317875	0.983270606	3.019701914	0.855989697	1.8726247	1.726165928	3.426264755	1.378511623	8.013687888	8.033228633	0.687212559	0.321928095	0.17954942	1.539975046	0	0	1	-1	-0.647801628	8.023458261
FAIR_002348-T1	-0.265142069	-0.721698838	-0.872244453	-1.070389328	-0.169925001	0.152003093	0.736965594	0.727920455	-0.106915204	0	-0.415037499	2.169925001	1	-0.243271151	1.874469118	2.584962501	NA	-1.321928095	NA	-0.736965594	NA	-0.415037499	NA	5.121429909	4.797012978	3.832890014	4.097610797	-2.052555117	-5.346050328	-3.760090592	-3.384053796	4.797012978	4.124328135	0.669026766	0.650764559	1.575312331	1.298658316	1.304511042	1.077242999	1.361768359	1.163498732	2.039138394	1.361768359	2.786596362	1.531069493	1.304511042	1.014355293	2.028569152	1.627606838	6.054002234	5.9350967	-0.415037499	-0.415037499	NA	0	0	0	NA	NA	-0.796971645	5.994549467
FAIR_002354-T1	0.228268988	-0.85010457	-0.781551167	1.321928095	-1.192645078	-0.362570079	-1	0	-0.2410081	-1.584962501	NA	0	NA	0.362570079	NA	NA	0.485426827	0	NA	NA	NA	NA	NA	NA	4.992315252	4.275752049	3.434294618	NA	-4.558013991	-5.136017186	-3.561373779	NA	4.787641414	NA	0.650764559	0.948600847	0.695993813	NA	0.411426246	1.23878686	1.014355293	NA	1.378511623	2.321928095	1.641546029	NA	1.613531653	1.974529312	1.713695815	5.691685531	5.671198617	NA	NA	-1	NA	0	0	0	-1.584962501	-0.815827868	5.681442074
FAIR_002355-T1	0.137503524	-1.868755467	-1.074000581	-0.152003093	-1.169925001	-0.169925001	0.584962501	-0.502500341	0.0725125	0.736965594	1.321928095	0.362570079	0.415037499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.851998837	3.855989697	NA	NA	-2.229075594	-2.595299379	NA	NA	NA	NA	1.195347598	0.807354922	NA	NA	2.350497247	0.941106311	NA	NA	3.13422094	1.263034406	NA	NA	1.910732662	1.292781749	4.678545893	4.650094808	-1.321928095	0.324726728	NA	NA	0	0	-1	-1	-1.471378024	4.66432035
FAIR_002361-T1	-0.118786152	-1.091922489	-1.565853678	0	-0.139403057	0.584962501	0.106915204	0.626541604	-0.109624491	-1.070389328	-1.169925001	3.459431619	-1.584962501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.407352751	3.685940148	NA	NA	-4.259938241	-3.087429412	NA	NA	NA	NA	1.182692298	1.028569152	NA	NA	2.987320866	1.618238656	NA	NA	2.790772038	2.495695163	NA	NA	1.704871964	1.555816155	4.374514742	4.265198598	-0.489038081	0	NA	NA	0	0	1.584962501	1	-1.328888084	4.31985667
FAIR_002368-T1	0.007905198	0.302975322	0.206793791	-0.554588852	0.485426827	-0.034765418	-1	-0.15935576	0.415037499	-1.247927513	2.584962501	0	0	0.248679113	-0.038474148	0.716207034	-0.038474148	-1	0.087462841	-0.055495113	0.039528364	-0.157541277	0	5.005205259	5.377123749	4.378511623	5.020591095	-4.826374905	-9.32835457	-4.509428876	-3.68130436	4.578102365	4.809414444	0.767555105	0.687060688	0.97819563	0.910732662	2.115564002	2.475084883	3.214124805	1.790772038	2.337152689	2.925999419	3.368768349	2.121015401	2.261892862	3.246408087	3.465974465	2.117695043	8.545418015	8.487377419	0.099535674	0.353636955	NA	1.678071905	0	0	1	0.415037499	0.254884557	8.516397717
FAIR_002381-T1	0.014326781	0.840521786	0.60295893	-0.393342428	0.351074441	-0.493040011	-1	-0.188856817	-1.247927513	0.033166864	-0.2410081	0.222392421	-0.415037499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.294253136	3.012568674	NA	NA	-2.544307408	-2.425802142	NA	NA	NA	NA	1.23878686	0.910732662	NA	NA	3.087462841	3.139142019	NA	NA	2.615887074	3.507160349	NA	NA	1.459431619	1.298658316	4.113380241	4.098948066	0.261124816	NA	NA	NA	0	0	1	1.584962501	0.721740358	4.106164154
FAIR_002383-T1	0.184706045	1.245756414	0.31836148	-0.185214872	0.184424571	-0.443606651	1.906890596	0.253756592	-0.46712601	0.289506617	0.2410081	-0.584962501	0.736965594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.468583317	4.125981654	NA	NA	-3.792949872	-2.521578428	NA	NA	NA	NA	1.189033824	0.831877241	NA	NA	2.750606505	1.475084883	NA	NA	2.666756592	1.700439718	NA	NA	1.843983844	1.40599236	4.714332714	4.748255019	0.308122295	2.137503524	NA	NA	0	0	NA	NA	0.782058947	4.731293867
FAIR_002386-T1	-0.195347598	0.372111174	0.266104725	-0.514573173	-0.120294234	-0.099535674	-1.440572591	0.063009798	-0.710493383	-0.498453507	-0.11189288	1.03562391	-0.263034406	-0.134301092	0.099535674	0.392317423	0.565597176	-2.906890596	0.346523761	-0.807354922	-0.836501268	0	-1.169925001	4.994579724	5.093396024	4.204766751	3.54225805	-2.840151387	-3.75198685	-4.948362318	-3.556145717	5.003152449	4.659319543	1.042644337	1.036119059	1.189033824	1.298658316	2.03562391	1.560520569	3.270528942	3.953265239	2.372952098	2.52078854	2.361768359	4.171527106	1.565597176	2.503241447	1.485426827	3.738767837	7.860986851	7.87147654	-0.736965594	1	-0.263034406	-1.440572591	0	0	0	0	0.31910795	7.866231695
FAIR_002387-T1	-0.015941544	1.735603919	1.605901838	-0.234465254	1.321928095	0.125530882	0.514573173	-0.141554144	-0.164630702	1.415037499	2.169925001	1.584962501	-3.459431619	-0.152673958	0.125530882	0.387023123	0.881355504	-2.700439718	-0.14059833	0.874469118	1.378511623	0.736965594	-3.700439718	5.316724687	5.025684691	4.7322692	5.602587527	-3.620060287	-2.849724331	-1.388220513	-3.950802524	4.848872317	4.589694813	1.146390875	1.150501128	1.659924558	0.739848103	1.151525042	1.724450476	1.195347598	0.98550043	2.386839955	2.664852432	2.657640005	1.735522177	2.186110409	2.950457549	2.659924558	1.713695815	6.057964606	5.986060567	-0.321928095	0.898120386	1.321928095	-0.263034406	0	0	NA	NA	1.670752879	6.022012587
FAIR_002430-T1	0.180572246	-0.91753784	-1	0.236067358	0.079434467	0.163498732	0.321928095	0.268703156	1.667424661	-2.115477217	-3.169925001	0	2	NA	NA	NA	NA	NA	-0.287281952	-0.459431619	-0.485426827	0.192645078	1.584962501	5.174035	NA	3.919340082	2.682573297	-2.509734281	NA	-2.740101715	-3.484243047	5.102183221	NA	1.008265414	NA	0.97819563	0.298658316	1.262196696	NA	2.653060017	0.918386234	2.171469078	NA	2.565597176	1.124328135	1.534995928	NA	1.757023247	0.695993813	5.659052803	5.647065259	-0.378511623	-0.857980995	NA	1.584962501	0	0	1	1	-0.95876892	5.653059031
FAIR_002436-T1	-0.061400545	-1.427010141	-1.355094959	-1.253756592	-0.289506617	-0.830074999	-1.415037499	-0.451379346	-0.249171752	-0.540568381	-1.807354922	-0.607682577	0.736965594	-0.355480655	-0.893084796	-3.906890596	-0.906890596	0.584962501	NA	NA	NA	NA	NA	NA	4.791102893	3.874796966	3.654206378	NA	-3.270864349	-6.64113796	-6.957800439	NA	3.789790345	NA	0.632418324	1.15704371	0.678071905	NA	1.099624153	2.62058641	1.13093087	NA	1.330258975	3.482848283	1.726831217	NA	1.849264829	1.944858446	2.056583528	4.275490482	4.156698912	NA	0	0	NA	0	0	0	-1	-1.39105255	4.216094697
FAIR_002657-T1	0.165637643	0.308752706	0.014572801	0.334419039	0.283306801	-0.160464672	-0.321928095	-0.680540161	-0.099535674	1	0.263034406	0.263034406	-1.222392421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.388189537	3.761285273	NA	NA	-3.894546262	-3.010216294	NA	NA	NA	NA	1.220329955	0.970853654	NA	NA	2.994579724	1.695993813	NA	NA	2.59454855	2.260025656	NA	NA	1.650764559	1.622930351	4.83497468	4.766626092	-0.156119202	-0.321928095	NA	NA	0	0	0	-1	0.161662754	4.800800386
FAIR_002694-T1	0.115477217	0.906890596	0.667424661	-0.341036918	0.736965594	0.485426827	NA	0.2410081	-0.392317423	-0.192645078	0	0.485426827	-0.321928095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.231125158	3.22342255	NA	NA	-3.312974872	-0.986251195	NA	NA	NA	NA	0.879705766	1.189033824	NA	NA	3.47118746	1.469885976	NA	NA	4.186659017	1.565597176	NA	NA	3.049630768	1.304511042	7.03677824	7.117279684	-0.678071905	0.145850866	NA	NA	0	0	-1	-1	0.787157628	7.077028962
FAIR_002704-T1	0.064130337	-0.023009978	-0.030012569	0.023846742	0.022195746	-0.035333073	0.163498732	0.065588342	-0.054447784	-1.341036918	-0.371968777	0	1	NA	NA	NA	NA	NA	-0.066597749	0	-0.700439718	-1.321928095	-0.584962501	5.504302583	NA	3.428946345	2.771885579	-9.965784285	NA	-1.816246679	-2.881704871	4.665620164	NA	1.063502942	NA	1.13093087	1.03562391	2.007195501	NA	2.767654798	1.292781749	2.114367025	NA	2.825785627	1.646162657	2.217230716	NA	2.861955364	1.22650853	4.461025579	4.61638395	0	3.700439718	NA	NA	0	0	1	0	-0.026511274	4.538704765
FAIR_002721-T1	-0.387023123	-0.701628869	-0.549826638	0.292781749	2.169925001	-0.584962501	-0.447458977	0.019899557	0.028014376	NA	NA	-0.584962501	-0.584962501	0	-0.304854582	0.807354922	-1.087462841	-0.874469118	0.097297201	-0.222392421	1.584962501	-0.415037499	-0.584962501	5.157994615	5.134554513	4.577126661	5.226893814	-5.844558113	-3.703639711	-4.204827647	-4.762316455	4.870193966	4.778346423	1.781530241	1.53533205	2.841973119	1.014355293	1.08033104	1.129108695	1.339137385	0.790772038	2.148419569	2.269815162	3.528571319	1.137503524	1.970553155	2.086883534	2.625270489	1.304511042	9.600311278	9.466100479	0	0	NA	NA	0	0	0	0	-0.625727754	9.533205879
FAIR_002747-T1	NA	0.837728571	1.447458977	-0.540568381	-0.362570079	-1	NA	0.807354922	0.050185757	0	1.847996907	0.5360529	-0.584962501	-0.099535674	2.321928095	0	-1.222392421	1	NA	NA	NA	NA	NA	NA	5.184280294	4.11353382	4	NA	-5.61019709	-3.094063822	-3.251975044	NA	5.101818134	NA	1.189033824	1.839959587	1.327687364	NA	1.438292852	2.942983598	1.469885976	NA	2.201633861	3.476381688	2.003602237	NA	1.521050737	2.211012193	1.933572638	6.247895016	6.47672446	NA	0	NA	NA	0	0	-1	0	1.142593774	6.362309738
FAIR_002892-T1	-0.115477217	-0.63420602	-0.968489027	-0.102361718	-0.331205908	-0.745427173	-0.514573173	-0.543142325	-0.034488376	0.678071905	-1.700439718	-0.106915204	-0.415037499	-0.620941798	0.584962501	-0.387023123	0.2410081	0.263034406	NA	NA	NA	NA	NA	NA	4.512858954	3.790772038	4.092545742	NA	-2.783964886	-3.020783759	-3.366923117	NA	3.95419631	NA	0.475084883	0.918386234	0.495695163	NA	1.565597176	2.99095486	1.195347598	NA	1.232660757	2.733354341	1.321928095	NA	1.201633861	2.358958826	1.275007047	5.493214548	5.371416602	0.540568381	-1	-0.321928095	NA	0	0	-2	0.584962501	-0.801347523	5.432315575
